CO_CURSO,CO_AREA,NM_AREA
113253,5,Engenharia
1160309,1,Educação
1332938,6,Agricultura e Veterinária
1107232,3,Ciências Sociais
1401620,1,Educação
60530,5,Engenharia
46033,3,Ciências Sociais
15275,3,Ciências Sociais
121212,2,Humanidades e Artes
632,6,Agricultura e Veterinária
1377508,3,Ciências Sociais
2886,5,Engenharia
101604,5,Engenharia
1313944,4,Ciências
43229,1,Educação
1203762,3,Ciências Sociais
1205201,3,Ciências Sociais
16592,1,Educação
19908,1,Educação
1150463,6,Agricultura e Veterinária
85652,7,Saúde e Bem-Estar
119042,3,Ciências Sociais
102400,4,Ciências
12704,6,Agricultura e Veterinária
1193769,6,Agricultura e Veterinária
12689,1,Educação
113735,1,Educação
99316,3,Ciências Sociais
1314138,5,Engenharia
116418,8,Serviços
64072,4,Ciências
21741,3,Ciências Sociais
1084788,5,Engenharia
1185906,3,Ciências Sociais
68902,1,Educação
20592,5,Engenharia
114666,5,Engenharia
1152368,3,Ciências Sociais
1321702,1,Educação
1343895,3,Ciências Sociais
118046,4,Ciências
150218,4,Ciências
112708,3,Ciências Sociais
117972,1,Educação
1161407,5,Engenharia
357162,3,Ciências Sociais
122320,5,Engenharia
13990,5,Engenharia
1192496,1,Educação
40404,5,Engenharia
303154,4,Ciências
1322289,7,Saúde e Bem-Estar
1177042,2,Humanidades e Artes
1205600,2,Humanidades e Artes
1158622,5,Engenharia
49979,4,Ciências
1074145,7,Saúde e Bem-Estar
1149864,3,Ciências Sociais
1169520,5,Engenharia
25329,3,Ciências Sociais
116902,1,Educação
1132779,3,Ciências Sociais
303131,2,Humanidades e Artes
1883,7,Saúde e Bem-Estar
123379,3,Ciências Sociais
1113975,1,Educação
1199653,4,Ciências
1114875,1,Educação
1105219,7,Saúde e Bem-Estar
39238,1,Educação
21304,3,Ciências Sociais
100189,5,Engenharia
1268556,1,Educação
1332630,6,Agricultura e Veterinária
1269752,1,Educação
80916,1,Educação
32573,3,Ciências Sociais
1060033,4,Ciências
1150869,5,Engenharia
1189607,7,Saúde e Bem-Estar
1271995,2,Humanidades e Artes
13614,7,Saúde e Bem-Estar
66199,8,Serviços
49866,1,Educação
1376282,3,Ciências Sociais
96951,4,Ciências
1269969,4,Ciências
1166163,3,Ciências Sociais
22356,1,Educação
68437,3,Ciências Sociais
42620,3,Ciências Sociais
40980,3,Ciências Sociais
1008077,5,Engenharia
8366,8,Serviços
19459,7,Saúde e Bem-Estar
1269976,4,Ciências
1259295,3,Ciências Sociais
12959,5,Engenharia
40180,2,Humanidades e Artes
301438,7,Saúde e Bem-Estar
113218,1,Educação
75021,1,Educação
49762,2,Humanidades e Artes
1180778,3,Ciências Sociais
35956,1,Educação
1357701,3,Ciências Sociais
87390,8,Serviços
1109487,5,Engenharia
1323887,5,Engenharia
115846,1,Educação
1280100,2,Humanidades e Artes
1163754,3,Ciências Sociais
305497,7,Saúde e Bem-Estar
1190050,6,Agricultura e Veterinária
7415,7,Saúde e Bem-Estar
89874,4,Ciências
1399314,5,Engenharia
96442,4,Ciências
8253,3,Ciências Sociais
1312354,5,Engenharia
1203332,3,Ciências Sociais
1260110,3,Ciências Sociais
50476,1,Educação
33071,1,Educação
366629,7,Saúde e Bem-Estar
4344,3,Ciências Sociais
1187399,4,Ciências
1178936,1,Educação
1322812,7,Saúde e Bem-Estar
116428,7,Saúde e Bem-Estar
15780,3,Ciências Sociais
1260585,5,Engenharia
1130233,5,Engenharia
1299955,8,Serviços
9430,5,Engenharia
1070318,3,Ciências Sociais
8767,1,Educação
1103800,4,Ciências
120643,3,Ciências Sociais
41710,4,Ciências
1304641,5,Engenharia
1309618,1,Educação
5000268,1,Educação
19738,3,Ciências Sociais
1184730,3,Ciências Sociais
1322628,3,Ciências Sociais
119002,5,Engenharia
13289,7,Saúde e Bem-Estar
1322996,2,Humanidades e Artes
46125,1,Educação
7293,3,Ciências Sociais
78256,7,Saúde e Bem-Estar
75405,3,Ciências Sociais
1258455,3,Ciências Sociais
97881,3,Ciências Sociais
14109,3,Ciências Sociais
56438,7,Saúde e Bem-Estar
67090,3,Ciências Sociais
1181327,4,Ciências
1070321,5,Engenharia
1121373,3,Ciências Sociais
1189849,2,Humanidades e Artes
1134455,7,Saúde e Bem-Estar
1165448,3,Ciências Sociais
7710,3,Ciências Sociais
1182999,8,Serviços
20821,7,Saúde e Bem-Estar
80669,1,Educação
72632,3,Ciências Sociais
95581,7,Saúde e Bem-Estar
13610,5,Engenharia
1258606,5,Engenharia
113351,8,Serviços
1172675,3,Ciências Sociais
311995,2,Humanidades e Artes
1364163,5,Engenharia
117284,7,Saúde e Bem-Estar
66117,3,Ciências Sociais
1313341,7,Saúde e Bem-Estar
1147252,5,Engenharia
19556,4,Ciências
67571,1,Educação
118428,5,Engenharia
96409,7,Saúde e Bem-Estar
347559,4,Ciências
53465,1,Educação
13723,7,Saúde e Bem-Estar
47569,5,Engenharia
82702,3,Ciências Sociais
1322447,5,Engenharia
1260747,7,Saúde e Bem-Estar
1258032,5,Engenharia
376,3,Ciências Sociais
1335611,1,Educação
1107133,7,Saúde e Bem-Estar
1332442,3,Ciências Sociais
13302,3,Ciências Sociais
1150286,3,Ciências Sociais
3935,4,Ciências
1163319,7,Saúde e Bem-Estar
113130,2,Humanidades e Artes
1204885,5,Engenharia
1363958,1,Educação
1382707,8,Serviços
1330333,7,Saúde e Bem-Estar
3846,1,Educação
1270689,7,Saúde e Bem-Estar
1179203,5,Engenharia
1150279,4,Ciências
14679,3,Ciências Sociais
114439,3,Ciências Sociais
107082,1,Educação
20677,7,Saúde e Bem-Estar
112602,4,Ciências
9423,3,Ciências Sociais
90545,3,Ciências Sociais
1343631,1,Educação
1280600,5,Engenharia
118720,5,Engenharia
102595,1,Educação
107440,2,Humanidades e Artes
1382607,4,Ciências
38376,8,Serviços
40948,3,Ciências Sociais
90475,3,Ciências Sociais
116720,7,Saúde e Bem-Estar
14970,6,Agricultura e Veterinária
1156478,8,Serviços
82074,5,Engenharia
102406,5,Engenharia
89416,4,Ciências
1303475,5,Engenharia
16510,7,Saúde e Bem-Estar
99921,8,Serviços
48091,3,Ciências Sociais
98443,3,Ciências Sociais
53794,3,Ciências Sociais
1349466,7,Saúde e Bem-Estar
1259554,7,Saúde e Bem-Estar
1138914,3,Ciências Sociais
1125946,5,Engenharia
1315461,5,Engenharia
1130184,7,Saúde e Bem-Estar
5000898,1,Educação
1098806,1,Educação
17988,3,Ciências Sociais
109682,5,Engenharia
1099350,1,Educação
5001254,3,Ciências Sociais
1112910,7,Saúde e Bem-Estar
123314,1,Educação
63391,5,Engenharia
1204821,3,Ciências Sociais
74256,8,Serviços
5000020,5,Engenharia
105690,5,Engenharia
82077,1,Educação
91868,4,Ciências
97751,5,Engenharia
115258,4,Ciências
121181,1,Educação
63383,1,Educação
17296,3,Ciências Sociais
121399,5,Engenharia
16580,3,Ciências Sociais
1046780,3,Ciências Sociais
60842,2,Humanidades e Artes
1126731,1,Educação
1270290,5,Engenharia
357158,2,Humanidades e Artes
1411304,5,Engenharia
1103032,1,Educação
13211,2,Humanidades e Artes
97066,1,Educação
1321965,1,Educação
64518,1,Educação
1278882,1,Educação
1179138,3,Ciências Sociais
1205557,6,Agricultura e Veterinária
102679,3,Ciências Sociais
102605,3,Ciências Sociais
51687,3,Ciências Sociais
1070721,7,Saúde e Bem-Estar
121061,7,Saúde e Bem-Estar
65750,3,Ciências Sociais
121431,2,Humanidades e Artes
47852,7,Saúde e Bem-Estar
58888,3,Ciências Sociais
21428,4,Ciências
1121184,7,Saúde e Bem-Estar
1279597,3,Ciências Sociais
13599,7,Saúde e Bem-Estar
53101,6,Agricultura e Veterinária
1152083,7,Saúde e Bem-Estar
1045767,3,Ciências Sociais
1130174,3,Ciências Sociais
46435,3,Ciências Sociais
1148764,1,Educação
2919,7,Saúde e Bem-Estar
303931,3,Ciências Sociais
90443,6,Agricultura e Veterinária
1299149,3,Ciências Sociais
8817,1,Educação
1258945,5,Engenharia
95055,1,Educação
1002454,3,Ciências Sociais
18818,4,Ciências
99014,1,Educação
50227,8,Serviços
21755,3,Ciências Sociais
20417,7,Saúde e Bem-Estar
52070,1,Educação
1330093,3,Ciências Sociais
106024,7,Saúde e Bem-Estar
1202590,7,Saúde e Bem-Estar
1332042,1,Educação
118694,5,Engenharia
1267038,7,Saúde e Bem-Estar
3197,4,Ciências
48736,1,Educação
58372,4,Ciências
2707,2,Humanidades e Artes
1286550,3,Ciências Sociais
5475,3,Ciências Sociais
300950,2,Humanidades e Artes
19508,4,Ciências
103336,3,Ciências Sociais
107383,1,Educação
82456,3,Ciências Sociais
80871,7,Saúde e Bem-Estar
19995,4,Ciências
118058,5,Engenharia
69529,3,Ciências Sociais
20278,3,Ciências Sociais
99714,1,Educação
1188432,1,Educação
22514,1,Educação
1263589,7,Saúde e Bem-Estar
18721,3,Ciências Sociais
1441452,8,Serviços
1511,5,Engenharia
1192074,3,Ciências Sociais
1146611,1,Educação
68984,1,Educação
1284709,5,Engenharia
1280489,7,Saúde e Bem-Estar
3138,6,Agricultura e Veterinária
1049893,3,Ciências Sociais
1204568,3,Ciências Sociais
1053112,4,Ciências
58609,3,Ciências Sociais
1117374,7,Saúde e Bem-Estar
98618,6,Agricultura e Veterinária
96369,3,Ciências Sociais
112870,3,Ciências Sociais
1321982,7,Saúde e Bem-Estar
1179607,3,Ciências Sociais
45096,4,Ciências
1272866,3,Ciências Sociais
41853,2,Humanidades e Artes
114956,3,Ciências Sociais
1351597,5,Engenharia
102582,7,Saúde e Bem-Estar
1258037,8,Serviços
1158558,5,Engenharia
19538,4,Ciências
7281,3,Ciências Sociais
1399536,1,Educação
119138,1,Educação
393,3,Ciências Sociais
312321,1,Educação
107022,3,Ciências Sociais
98401,1,Educação
6805,1,Educação
1431245,1,Educação
1379289,4,Ciências
1350195,3,Ciências Sociais
1107900,3,Ciências Sociais
7841,7,Saúde e Bem-Estar
73029,4,Ciências
1150651,5,Engenharia
1168654,3,Ciências Sociais
1116946,5,Engenharia
1161033,3,Ciências Sociais
7942,3,Ciências Sociais
1261451,3,Ciências Sociais
52270,4,Ciências
1120370,3,Ciências Sociais
1184962,3,Ciências Sociais
110036,3,Ciências Sociais
118988,8,Serviços
109562,7,Saúde e Bem-Estar
85348,7,Saúde e Bem-Estar
44967,7,Saúde e Bem-Estar
1321887,7,Saúde e Bem-Estar
17388,3,Ciências Sociais
13991,5,Engenharia
99934,4,Ciências
1134301,3,Ciências Sociais
50979,7,Saúde e Bem-Estar
1164862,5,Engenharia
9984,7,Saúde e Bem-Estar
1125800,5,Engenharia
96761,1,Educação
1327390,3,Ciências Sociais
65378,3,Ciências Sociais
1331483,1,Educação
1300202,5,Engenharia
7209,6,Agricultura e Veterinária
34981,5,Engenharia
19958,7,Saúde e Bem-Estar
46218,2,Humanidades e Artes
1216500,3,Ciências Sociais
1357714,3,Ciências Sociais
58556,3,Ciências Sociais
34705,1,Educação
1169147,5,Engenharia
19444,7,Saúde e Bem-Estar
11437,7,Saúde e Bem-Estar
1349150,3,Ciências Sociais
118420,4,Ciências
63504,1,Educação
119154,5,Engenharia
20633,3,Ciências Sociais
1192251,1,Educação
1202872,5,Engenharia
1279868,3,Ciências Sociais
1150663,2,Humanidades e Artes
1204319,7,Saúde e Bem-Estar
2395,1,Educação
61560,5,Engenharia
1306337,5,Engenharia
52461,3,Ciências Sociais
89257,3,Ciências Sociais
103344,1,Educação
1322626,3,Ciências Sociais
115790,5,Engenharia
8040,1,Educação
1186003,4,Ciências
1284922,3,Ciências Sociais
83931,2,Humanidades e Artes
18233,1,Educação
1147418,1,Educação
56095,7,Saúde e Bem-Estar
97439,3,Ciências Sociais
96775,3,Ciências Sociais
1259891,3,Ciências Sociais
1175923,5,Engenharia
59977,1,Educação
1279057,1,Educação
1152600,1,Educação
94493,3,Ciências Sociais
1377509,4,Ciências
6566,1,Educação
95061,3,Ciências Sociais
119785,3,Ciências Sociais
123620,6,Agricultura e Veterinária
50129,1,Educação
1306306,1,Educação
80827,1,Educação
67767,3,Ciências Sociais
1117110,1,Educação
51888,4,Ciências
1284558,5,Engenharia
1189136,5,Engenharia
1154194,5,Engenharia
119056,5,Engenharia
63965,6,Agricultura e Veterinária
1177454,1,Educação
1192278,5,Engenharia
150286,1,Educação
13591,4,Ciências
123165,7,Saúde e Bem-Estar
73131,1,Educação
5485,4,Ciências
95037,1,Educação
5000468,5,Engenharia
1203173,1,Educação
43235,3,Ciências Sociais
10981,1,Educação
75161,1,Educação
1057427,8,Serviços
92119,5,Engenharia
41300,3,Ciências Sociais
1110760,5,Engenharia
1322704,4,Ciências
1148319,8,Serviços
1404117,7,Saúde e Bem-Estar
1128377,4,Ciências
1270305,5,Engenharia
1183072,5,Engenharia
1165686,1,Educação
1322004,3,Ciências Sociais
16824,3,Ciências Sociais
1398202,6,Agricultura e Veterinária
320165,7,Saúde e Bem-Estar
15687,3,Ciências Sociais
4545,5,Engenharia
1155928,4,Ciências
1088265,3,Ciências Sociais
68291,3,Ciências Sociais
1370855,7,Saúde e Bem-Estar
1113238,1,Educação
18354,1,Educação
94458,3,Ciências Sociais
17907,3,Ciências Sociais
74524,3,Ciências Sociais
1189395,3,Ciências Sociais
73124,3,Ciências Sociais
1153354,5,Engenharia
966,1,Educação
93789,1,Educação
150303,1,Educação
96255,5,Engenharia
1333092,3,Ciências Sociais
1260280,3,Ciências Sociais
1152834,3,Ciências Sociais
19524,3,Ciências Sociais
1300137,5,Engenharia
1654,3,Ciências Sociais
5000548,7,Saúde e Bem-Estar
115474,3,Ciências Sociais
1280068,6,Agricultura e Veterinária
110842,8,Serviços
108710,7,Saúde e Bem-Estar
1053203,3,Ciências Sociais
5613,7,Saúde e Bem-Estar
1208506,1,Educação
79690,3,Ciências Sociais
48997,3,Ciências Sociais
54830,3,Ciências Sociais
1351655,5,Engenharia
1178191,5,Engenharia
116896,3,Ciências Sociais
15839,7,Saúde e Bem-Estar
1636,3,Ciências Sociais
1299474,5,Engenharia
1265870,5,Engenharia
115830,3,Ciências Sociais
1266376,4,Ciências
5001294,7,Saúde e Bem-Estar
110844,3,Ciências Sociais
1262635,3,Ciências Sociais
8961,7,Saúde e Bem-Estar
16905,3,Ciências Sociais
1138790,5,Engenharia
1153743,5,Engenharia
22645,5,Engenharia
1305060,3,Ciências Sociais
49301,1,Educação
120810,6,Agricultura e Veterinária
1180714,1,Educação
116688,5,Engenharia
12905,6,Agricultura e Veterinária
1204459,7,Saúde e Bem-Estar
115416,3,Ciências Sociais
1741,1,Educação
15855,1,Educação
88838,3,Ciências Sociais
1069459,5,Engenharia
44947,1,Educação
59798,1,Educação
74855,5,Engenharia
75632,1,Educação
112572,1,Educação
97598,2,Humanidades e Artes
1208520,1,Educação
80966,3,Ciências Sociais
15841,7,Saúde e Bem-Estar
21629,5,Engenharia
51293,3,Ciências Sociais
1300129,5,Engenharia
1114673,8,Serviços
109576,7,Saúde e Bem-Estar
1279322,5,Engenharia
1122134,2,Humanidades e Artes
96483,1,Educação
120920,4,Ciências
87926,3,Ciências Sociais
22017,4,Ciências
100330,1,Educação
1187611,3,Ciências Sociais
1313270,5,Engenharia
74586,4,Ciências
23427,1,Educação
1284887,7,Saúde e Bem-Estar
16180,3,Ciências Sociais
1299443,6,Agricultura e Veterinária
1178253,3,Ciências Sociais
62512,1,Educação
46796,3,Ciências Sociais
1203652,5,Engenharia
16513,1,Educação
1182150,3,Ciências Sociais
23965,2,Humanidades e Artes
1125256,5,Engenharia
1205313,1,Educação
1270057,5,Engenharia
84635,5,Engenharia
108688,7,Saúde e Bem-Estar
1264924,5,Engenharia
1187982,5,Engenharia
57162,1,Educação
5000573,1,Educação
67957,3,Ciências Sociais
8687,5,Engenharia
95956,3,Ciências Sociais
14993,1,Educação
1204501,5,Engenharia
1364615,8,Serviços
1270226,1,Educação
29738,5,Engenharia
49233,3,Ciências Sociais
117519,5,Engenharia
1178251,3,Ciências Sociais
1108928,3,Ciências Sociais
123169,3,Ciências Sociais
1280812,8,Serviços
90675,1,Educação
30537,1,Educação
1204986,7,Saúde e Bem-Estar
114002,1,Educação
34701,3,Ciências Sociais
1200653,5,Engenharia
1205207,1,Educação
96110,3,Ciências Sociais
1058934,7,Saúde e Bem-Estar
1411346,5,Engenharia
1152761,1,Educação
57224,5,Engenharia
62025,7,Saúde e Bem-Estar
1147332,5,Engenharia
1069630,7,Saúde e Bem-Estar
10033,3,Ciências Sociais
1375999,6,Agricultura e Veterinária
11449,1,Educação
97780,1,Educação
115238,1,Educação
1110,4,Ciências
1101876,5,Engenharia
1399046,3,Ciências Sociais
16336,1,Educação
1375415,1,Educação
88826,3,Ciências Sociais
69404,4,Ciências
20424,1,Educação
46915,7,Saúde e Bem-Estar
1382697,3,Ciências Sociais
21543,5,Engenharia
1205010,3,Ciências Sociais
100199,3,Ciências Sociais
15100,1,Educação
1350022,8,Serviços
61907,3,Ciências Sociais
116526,2,Humanidades e Artes
113425,3,Ciências Sociais
57942,2,Humanidades e Artes
1135235,7,Saúde e Bem-Estar
120174,1,Educação
150036,7,Saúde e Bem-Estar
44258,7,Saúde e Bem-Estar
100690,1,Educação
51917,1,Educação
15490,5,Engenharia
1189820,1,Educação
516,7,Saúde e Bem-Estar
97143,1,Educação
1191210,5,Engenharia
4961,3,Ciências Sociais
1382674,2,Humanidades e Artes
51941,1,Educação
1121142,3,Ciências Sociais
38907,3,Ciências Sociais
2586,5,Engenharia
1106222,7,Saúde e Bem-Estar
14249,5,Engenharia
39688,1,Educação
302907,2,Humanidades e Artes
114556,1,Educação
104038,3,Ciências Sociais
1264739,6,Agricultura e Veterinária
38319,3,Ciências Sociais
1160314,1,Educação
1331945,2,Humanidades e Artes
1203322,8,Serviços
1330213,3,Ciências Sociais
1121682,3,Ciências Sociais
1106470,4,Ciências
79770,3,Ciências Sociais
1285865,1,Educação
1385514,7,Saúde e Bem-Estar
1352402,2,Humanidades e Artes
13742,1,Educação
1280289,1,Educação
15350,5,Engenharia
107244,3,Ciências Sociais
49900,3,Ciências Sociais
119385,8,Serviços
1185928,3,Ciências Sociais
38771,7,Saúde e Bem-Estar
60014,7,Saúde e Bem-Estar
5001156,3,Ciências Sociais
1306384,5,Engenharia
10606,7,Saúde e Bem-Estar
1188367,1,Educação
57858,3,Ciências Sociais
113621,3,Ciências Sociais
1323646,3,Ciências Sociais
83394,1,Educação
21114,4,Ciências
1321441,2,Humanidades e Artes
47880,1,Educação
1179297,7,Saúde e Bem-Estar
106880,1,Educação
307202,7,Saúde e Bem-Estar
1280450,5,Engenharia
1203135,1,Educação
71439,1,Educação
1430649,1,Educação
45492,7,Saúde e Bem-Estar
14324,4,Ciências
1299446,7,Saúde e Bem-Estar
114374,3,Ciências Sociais
73428,3,Ciências Sociais
1156709,1,Educação
122564,3,Ciências Sociais
1374733,7,Saúde e Bem-Estar
1300505,1,Educação
108344,3,Ciências Sociais
1260317,1,Educação
38162,2,Humanidades e Artes
1382517,1,Educação
501,3,Ciências Sociais
21242,5,Engenharia
1304754,3,Ciências Sociais
1375366,1,Educação
11433,1,Educação
1205116,5,Engenharia
115039,5,Engenharia
109912,3,Ciências Sociais
1363952,3,Ciências Sociais
123240,2,Humanidades e Artes
1279369,3,Ciências Sociais
1363938,7,Saúde e Bem-Estar
1259289,5,Engenharia
96983,3,Ciências Sociais
59538,3,Ciências Sociais
1204393,2,Humanidades e Artes
1205393,3,Ciências Sociais
1206129,3,Ciências Sociais
101710,4,Ciências
1260283,8,Serviços
48354,3,Ciências Sociais
1322699,5,Engenharia
49559,1,Educação
3943,4,Ciências
118754,7,Saúde e Bem-Estar
89996,7,Saúde e Bem-Estar
1350830,5,Engenharia
308766,4,Ciências
1442023,1,Educação
44283,7,Saúde e Bem-Estar
1111524,5,Engenharia
1322671,4,Ciências
100785,1,Educação
75015,3,Ciências Sociais
1185034,3,Ciências Sociais
81054,3,Ciências Sociais
1133599,3,Ciências Sociais
73451,4,Ciências
1330079,5,Engenharia
1364726,5,Engenharia
121564,1,Educação
72487,4,Ciências
150034,4,Ciências
9411,3,Ciências Sociais
1116231,2,Humanidades e Artes
100776,1,Educação
112955,3,Ciências Sociais
113202,1,Educação
1276413,3,Ciências Sociais
1363939,7,Saúde e Bem-Estar
3202,5,Engenharia
5332,3,Ciências Sociais
1330871,8,Serviços
53265,3,Ciências Sociais
102320,3,Ciências Sociais
1166210,7,Saúde e Bem-Estar
107073,7,Saúde e Bem-Estar
13858,5,Engenharia
1104931,1,Educação
121878,2,Humanidades e Artes
97777,3,Ciências Sociais
10440,1,Educação
2500005,7,Saúde e Bem-Estar
109378,5,Engenharia
2007,1,Educação
112134,4,Ciências
123299,3,Ciências Sociais
67778,3,Ciências Sociais
1115005,1,Educação
53347,3,Ciências Sociais
62824,5,Engenharia
150282,1,Educação
1319158,1,Educação
60934,1,Educação
91681,7,Saúde e Bem-Estar
1190230,5,Engenharia
91175,4,Ciências
12098,1,Educação
1108111,7,Saúde e Bem-Estar
1322833,4,Ciências
1184961,1,Educação
111646,3,Ciências Sociais
12709,4,Ciências
12697,5,Engenharia
91509,4,Ciências
2209,4,Ciências
98389,7,Saúde e Bem-Estar
1105338,5,Engenharia
